idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,Total_wages,ttl_exp,tenure
478,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,6.59,32,211,6,1.83
481,37,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,8.29,38,315,15,7.33
483,42,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,5.03,40,201,6,3
485,35,White,Married,Has been married,17,College grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,3.62,40,145,12,0.08
486,38,Black,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,,11.07,40,443,16,6.75
487,36,Black,Single,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Personal services,Laborers,,6.65,22,146,13,2.08
488,43,White,Married,Has been married,16,College grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,12.38,25,310,8,1
492,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Clerical/Unskilled,Nonunion,7.25,50,362,14,3.92
495,38,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,8.6,45,387,14,13.67
496,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,12.85,40,514,18,11.75
499,38,White,Single,Has been married,10,Not college grad,Not south,SMSA,Central city,Construction,Operatives,,4.11,40,164,5,0.33
504,43,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,10.32,60,619,15,14.42
505,36,White,Married,Has been married,14,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,Union,6.03,18,109,19,18.58
507,39,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,,38.71,40,1548,8,5.83
510,35,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Public administration,Sales,Union,7.53,40,301,9,7.5
516,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,3.57,40,143,13,6.92
518,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,6.81,40,272,17,16.92
519,36,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Sales,Union,6.34,40,254,12,5.67
521,39,White,Single,Has been married,7,Not college grad,Not south,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,5.9,40,236,6,1
522,41,White,Married,Has been married,14,Not college grad,Not south,SMSA,Central city,Professional services,Managers/Admin,Nonunion,5.45,40,218,10,6.92
524,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,5.29,20,106,22,1
526,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,,7.27,35,254,10,3.17
531,40,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,1.55,50,77,12,1.17
533,35,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Sales,Union,5.61,40,224,11,3.83
538,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,,3.55,12,43,10,0.58
540,42,White,Married,Has been married,9,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Union,3.45,35,121,8,4.17
541,38,White,Single,Has been married,13,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,22.52,55,1239,17,13.42
543,41,White,Single,Has been married,6,Not college grad,Not south,SMSA,Not central city,Personal services,Sales,Union,4.43,40,177,3,1.25
548,38,White,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,,4.78,35,167,9,1.58
549,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Construction,Sales,Nonunion,6.28,30,188,17,0.25
551,36,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,,9.66,24,232,14,3.08
555,36,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Managers/Admin,Nonunion,12.58,40,503,16,1.33
558,42,Black,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,,4.18,40,167,6,1.42
562,44,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Sales,Nonunion,8.37,37,310,8,1.42
570,36,Black,Single,Never married,16,College grad,Not south,SMSA,Central city,Manufacturing,Professional/Technical,Union,20.79,35,728,11,10.33
572,35,White,Single,Has been married,14,Not college grad,Not south,SMSA,Central city,Professional services,Professional/Technical,Union,7.99,38,304,8,6.33
576,36,White,Single,Never married,11,Not college grad,Not south,SMSA,Central city,Personal services,Laborers,Nonunion,2.52,24,60,6,3
584,42,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Union,11.06,35,387,14,3.58
585,43,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,9.68,40,387,17,1.33
588,45,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,8.9,40,356,4,2.08
595,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,4.21,35,147,12,1.58
604,43,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Business/Repair svc,Sales,Nonunion,4.18,40,167,3,0.83
606,42,White,Married,Has been married,16,College grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,,1.84,35,64,17,1.08
608,45,White,Married,Has been married,16,College grad,South,SMSA,Central city,Wholesale/Retail trade,Clerical/Unskilled,,8.69,37,322,9,1.83
609,38,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,10.06,40,403,10,7.75
614,42,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,11.95,35,418,20,20.33
617,42,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,19.91,35,697,15,14.75
618,40,White,Married,Has been married,16,College grad,South,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,7.94,40,318,5,2.42
624,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,10.06,40,403,10,4.83
635,40,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Union,7.52,35,263,10,2.42
636,42,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,,2.72,40,109,3,0.17
641,42,White,Single,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Other,Union,18.39,32,588,12,10.67
643,40,White,Single,Has been married,15,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Nonunion,12.7,50,635,14,2.08
644,34,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,,9.65,35,338,13,1.17
646,42,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Business/Repair svc,Sales,Nonunion,15.1,20,302,19,15.67
654,44,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,,7.73,40,309,11,2.33
655,45,White,Single,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Professional services,Sales,,13.91,37,515,11,0.5
656,42,White,Married,Has been married,10,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Nonunion,5.64,28,158,7,2.08
659,38,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,9.73,35,341,11,3.67
661,44,White,Single,Has been married,18,College grad,Not south,SMSA,Not central city,Professional services,Managers/Admin,Nonunion,10.18,35,356,3,1.08
664,42,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.62,27,98,6,1.58
665,40,White,Single,Has been married,8,Not college grad,South,SMSA,Not central city,Entertainment/Rec svc,Professional/Technical,Nonunion,10.06,20,201,15,9.42
670,44,White,Single,Never married,16,College grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Clerical/Unskilled,Nonunion,9.68,40,387,20,20.33
671,45,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Sales,Nonunion,5.23,40,209,12,1.67
681,41,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.19,40,248,11,3.92
683,45,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,Nonunion,12.78,40,511,11,6.58
684,37,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,11.61,40,464,12,3.17
688,38,White,Single,Has been married,9,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,4.36,37,161,7,2.25
689,36,White,Married,Has been married,15,College grad,South,SMSA,Not central city,Professional services,Other,Nonunion,6.43,40,257,8,0.75
690,39,White,Married,Has been married,15,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,7.46,38,283,12,4.75
691,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Nonunion,16.3,38,619,15,13.08
692,45,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Laborers,Nonunion,5.03,16,81,8,3.83
693,41,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,,4.42,40,177,8,2.33
694,43,White,Single,Has been married,14,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,,40.2,40,1608,12,0.67
696,43,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Sales,Union,5.68,35,199,12,6.42
697,41,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,9.06,40,362,15,1.33
699,43,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,8.05,50,403,11,1.17
714,36,White,Married,Has been married,18,College grad,Not south,SMSA,Central city,Wholesale/Retail trade,Professional/Technical,Nonunion,15.87,40,635,10,2
716,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,16.64,40,666,19,12.83
718,38,Black,Single,Has been married,10,Not college grad,Not south,SMSA,Not central city,Manufacturing,Operatives,Union,3.76,40,151,1,0.5
719,39,Black,Single,Has been married,11,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Operatives,Nonunion,5.69,30,171,3,2.08
722,36,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Professional/Technical,Nonunion,3.34,40,134,7,0.17
724,35,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,7.49,43,322,14,9.92
727,37,White,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,10.19,50,509,19,1.33
730,44,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Craftsmen,Union,6.71,60,402,14,5.33
731,42,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Public administration,Laborers,,2.23,16,36,18,7.08
732,40,White,Single,Never married,16,College grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Laborers,Union,4.32,28,121,17,6
737,41,White,Married,Has been married,17,College grad,Not south,SMSA,Not central city,Professional services,Other,Nonunion,10,30,300,13,6.75
745,38,White,Married,Has been married,12,Not college grad,Not south,Not SMSA,Not central city,Professional services,Managers/Admin,Nonunion,13.27,35,464,14,1.42
748,39,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Transport/Comm/Utility,Sales,Union,9.33,37,345,20,6.5
749,35,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Transport/Comm/Utility,Sales,Union,11.99,35,420,17,3.42
750,35,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,5,40,200,15,4.5
754,36,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Laborers,Nonunion,3.22,35,113,5,1.92
757,42,White,Single,Never married,18,College grad,Not south,SMSA,Not central city,Professional services,Other,Union,18.24,45,821,19,18.58
761,41,Black,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Public administration,Sales,Union,13.27,35,464,19,18.67
762,41,Black,Single,Has been married,13,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,11.65,38,443,18,17.5
763,36,Black,Single,Has been married,15,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Union,8.85,35,310,9,7.92
764,44,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,8.15,38,310,15,7
